temperature,rainfall,humidity
29.6,54.0,41
29.2,10.2,21
13.8,95.2,47
28.0,164.2,51
9.4,225.9,62
25.8,96.3,66
42.2,191.6,85
31.0,87.3,62
15.2,13.0,64
32.1,193.3,57
21.9,113.0,45
31.1,138.0,20
16.1,49.0,81
42.7,118.2,54
22.5,187.8,78
33.1,163.5,63
6.3,21.7,88
33.7,286.2,60
15.6,86.0,94
40.5,296.6,24
19.8,123.7,25
10.0,59.6,50
12.0,70.7,82
41.6,114.6,91
8.7,95.1,54
33.8,120.7,48
5.7,298.0,32
16.6,102.4,92
12.9,46.4,48
32.1,163.4,20
33.4,41.9,20
21.3,177.8,79
36.2,292.0,20
8.4,35.9,93
37.9,107.5,99
15.1,58.9,76
29.0,195.6,91
7.7,92.8,52
39.1,218.3,29
24.6,17.5,46
30.0,4.4,67
26.7,52.6,21
41.4,265.5,65
27.0,155.4,86
24.8,89.7,89
26.0,230.6,26
34.6,154.3,36
31.7,36.8,90
41.7,41.3,29
36.3,163.5,88
30.1,157.6,91
14.4,102.4,33
44.8,130.3,77
36.5,158.8,26
14.5,169.9,44
16.7,44.8,23
40.7,219.1,40
43.4,18.4,84
24.6,223.1,23
13.3,148.8,86
29.1,177.6,89
22.2,118.5,91
36.7,155.9,51
9.6,0.1,40
8.9,27.1,31
25.8,279.7,24
19.9,42.8,33
38.0,18.4,34
5.0,5.8,20
6.4,180.7,44
21.4,273.7,27
14.8,65.6,93
24.3,179.0,46
39.2,2.8,44
5.5,87.2,53
15.3,86.1,97
9.5,259.5,86
33.4,112.2,82
31.1,263.4,20
8.8,92.2,33
11.0,73.1,95
10.1,100.8,34
17.7,204.5,29
38.0,77.7,68
42.7,140.6,96
30.4,187.6,68
6.7,21.9,90
10.0,137.5,73
41.3,181.7,29
44.7,79.3,93
34.3,190.6,98
43.3,229.1,100
43.4,226.2,88
44.8,161.8,52
44.1,246.6,68
19.2,88.1,100
22.8,35.2,93
35.9,102.6,78
26.8,279.8,95
43.7,115.3,84
16.9,109.8,78
41.7,58.1,21
35.3,228.6,75
23.2,191.3,80
22.4,106.0,64
37.1,252.6,74
9.2,217.3,39
32.5,285.5,46
37.8,21.5,97
13.5,145.5,80
40.4,3.5,30
37.5,144.6,68
24.3,163.6,96
11.5,172.1,22
24.5,209.7,29
41.8,8.5,53
10.8,254.9,71
33.1,65.4,31
19.7,15.3,58
36.7,10.3,23
39.5,224.1,96
41.1,2.0,79
10.2,158.3,40
36.5,162.7,36
22.5,193.8,26
14.8,243.6,67
19.3,263.7,89
37.3,99.7,24
33.2,255.8,40
33.7,52.9,25
28.3,165.8,63
7.7,285.5,35
36.6,210.0,94
40.1,270.5,73
17.2,282.5,25
10.8,83.9,44
27.2,73.5,58
35.0,19.9,71
20.0,18.4,56
22.5,159.1,74
22.7,247.5,76
27.7,79.3,72
29.7,277.8,58
41.8,215.8,20
12.3,204.4,84
8.6,146.5,39
26.2,252.7,93
38.3,73.3,89
7.0,113.7,27
18.8,43.5,78
13.5,42.9,22
8.2,205.2,79
30.7,272.8,97
6.2,195.7,39
27.7,28.0,96
17.9,174.6,71
19.9,292.8,86
14.5,102.7,38
40.3,276.6,88
18.0,65.7,25
33.1,163.2,28
30.2,226.7,47
38.3,271.9,98
23.3,165.5,64
9.7,199.9,49
11.8,87.8,72
10.7,196.3,21
27.0,188.6,92
43.6,117.5,67
24.9,50.6,28
41.1,123.7,29
7.7,117.4,38
44.7,264.5,95
44.8,99.5,99
11.0,239.0,66
11.9,282.9,72
32.0,24.4,31
21.4,112.7,45
27.1,157.2,32
8.0,209.6,42
44.7,105.9,70
44.6,200.2,92
42.3,60.0,85
26.0,258.8,94
6.0,110.7,20
25.0,11.8,28
16.6,263.4,41
31.5,86.5,86
18.4,97.4,40
27.1,94.5,30
35.0,151.4,52
37.9,259.2,58
22.9,169.8,27
17.8,174.3,44
44.3,46.8,89
32.7,43.9,20
39.0,5.6,50
39.6,156.5,83
11.3,192.2,42
19.5,117.0,33
25.2,282.2,86
5.8,169.8,75
14.5,8.2,43
29.1,296.8,98
36.8,252.6,36
19.7,48.2,57
37.3,114.2,75
11.6,227.0,37
12.7,213.8,26
10.9,184.0,77
7.9,17.5,65
44.9,206.1,100
14.9,218.5,48
31.4,66.6,93
7.2,197.8,98
12.6,42.2,35
27.2,166.0,39
7.2,114.5,37
23.6,153.7,54
12.7,110.8,65
15.1,167.7,42
18.8,72.7,64
42.7,183.6,29
14.9,68.2,76
34.6,17.3,98
20.7,142.3,61
21.0,257.5,89
10.2,158.0,87
14.5,147.6,23
27.7,176.8,35
26.6,229.1,59
30.1,193.3,42
29.8,136.7,52
33.7,70.5,77
26.2,212.1,38
16.9,282.5,90
28.5,3.7,27
15.5,19.8,71
40.7,87.4,79
13.9,34.6,31
32.7,91.6,42
5.1,35.8,55
7.3,90.9,24
14.3,117.1,50
33.2,265.9,48
29.2,137.3,96
37.3,243.7,33
31.8,110.8,70
22.0,267.5,50
39.8,225.0,78
32.9,69.9,56
33.5,278.8,83
17.2,58.7,68
21.3,0.2,23
35.6,11.4,63
33.5,285.4,72
15.0,23.3,74
12.4,246.9,91
13.9,162.4,42
11.3,2.5,35
11.7,137.7,77
10.4,205.9,67
20.8,70.6,46
23.4,128.7,39
15.3,196.2,42
41.0,31.9,40
13.4,94.9,84
24.4,156.6,30
14.3,199.2,52
29.7,65.7,37
9.7,208.1,89
42.7,87.5,53
10.1,243.0,40
34.7,147.0,99
38.0,115.3,43
15.5,173.8,88
26.6,172.2,28
11.7,98.3,77
22.8,299.4,93
28.2,198.8,49
9.4,39.6,91
29.7,103.6,47
27.3,214.7,40
30.0,252.6,28
33.6,211.1,46
26.8,85.8,55
21.2,286.9,41
38.3,124.7,98
25.8,294.3,58
38.3,176.0,58
33.4,202.0,56
38.4,293.4,26
42.0,137.2,36
36.2,218.9,68
35.5,278.1,95
16.6,244.7,67
12.5,297.0,72
16.9,101.6,65
39.1,30.8,36
13.6,11.6,38
17.5,0.7,40
40.3,149.8,45
37.0,26.1,33
27.5,288.6,78
38.4,91.5,45
32.2,30.0,44
39.8,79.0,48
11.3,106.0,95
16.4,242.0,24
10.7,32.7,23
27.8,9.5,41
12.5,163.4,21
20.7,250.7,55
26.3,243.0,35
13.8,167.9,100
6.2,44.0,33
14.6,47.0,43
41.1,119.9,92
36.2,277.0,67
40.9,209.3,22
34.6,240.1,95
12.4,202.4,69
30.1,290.2,97
24.5,127.5,64
17.7,0.9,62
20.4,18.8,58
20.6,33.5,70
23.0,197.1,63
34.0,195.8,73
10.0,96.7,46
23.1,275.3,27
18.6,257.0,70
33.5,260.5,66
9.3,55.1,69
26.3,112.1,38
40.4,108.2,69
41.2,66.8,92
24.2,25.3,31
41.9,271.3,60
7.3,5.4,90
19.0,46.9,96
32.2,269.3,21
12.0,171.9,20
13.6,134.9,96
44.4,171.7,37
14.9,90.0,93
9.7,291.6,67
11.4,140.0,99
12.6,18.5,64
14.4,94.2,68
41.9,117.8,50
44.9,122.6,93
44.0,154.0,62
26.0,248.1,98
9.9,159.7,51
33.5,138.0,57
34.0,250.4,21
43.2,112.9,68
38.2,262.7,29
26.3,125.5,20
43.1,125.2,72
37.4,16.1,95
14.1,270.3,88
41.0,12.4,44
39.0,295.8,63
25.0,103.3,100
16.6,215.1,33
14.8,91.8,45
44.3,104.6,67
31.9,197.5,25
15.4,28.1,40
27.5,154.8,68
38.8,26.8,97
17.1,255.2,40
12.6,153.2,56
39.8,294.5,29
32.6,109.5,47
7.1,27.9,85
33.3,263.9,65
7.6,32.7,57
28.4,295.6,96
43.5,78.9,42
20.4,69.9,26
28.0,268.4,52
38.3,74.5,59
31.7,197.2,62
44.7,97.9,63
13.0,194.8,53
39.9,98.5,70
8.3,242.7,51
12.4,233.6,51
7.7,296.3,93
30.4,54.1,90
5.8,274.8,33
27.7,135.9,62
14.9,60.7,79
13.9,118.3,65
17.0,167.5,33
39.7,54.8,45
30.1,52.3,81
43.8,122.5,50
31.3,115.9,25
35.7,265.9,45
43.6,114.7,34
41.2,280.7,41
39.7,159.9,66
5.7,271.7,89
16.1,21.2,68
25.6,296.0,25
40.8,180.9,68
12.2,17.9,56
36.4,220.0,60
35.7,124.0,23
32.8,218.1,51
22.7,74.2,78
13.3,103.4,53
9.0,252.6,50
20.7,118.3,34
34.9,279.3,46
20.8,297.1,89
39.0,197.7,100
28.6,240.7,25
12.8,296.3,67
30.2,178.4,58
18.4,110.6,78
39.2,257.8,60
44.4,73.1,23
27.9,72.6,57
44.5,283.2,63
6.9,245.7,49
34.4,92.7,93
41.7,96.8,73
44.5,182.5,83
36.9,85.9,89
10.8,72.4,90
37.8,289.3,70
44.1,126.9,41
25.1,279.1,97
33.1,47.7,66
22.5,274.7,29
41.8,23.1,34
21.1,247.1,38
35.4,81.3,90
41.3,186.6,26
22.3,140.3,57
28.0,14.8,70
8.9,291.4,42
27.5,29.2,25
29.5,209.3,43
44.5,257.2,58
17.7,297.6,59
20.8,6.5,22
33.8,78.1,100
10.6,169.5,31
20.1,252.1,20
19.5,31.7,20
15.4,213.8,60
18.0,212.6,38
13.6,72.8,69
42.8,103.8,45
22.9,30.2,52
31.2,135.9,64
15.1,151.3,67
13.8,9.5,73
40.8,216.1,60
33.6,17.7,27
38.3,55.0,93
44.6,3.8,92
11.2,194.7,34
8.2,24.4,99
19.0,163.8,89
7.9,220.1,58
14.0,45.9,34
28.1,156.4,46
11.2,193.0,64
27.6,112.2,93
21.2,256.5,20
44.8,195.5,63
34.5,54.3,66
43.2,39.2,56
12.5,103.4,56
14.9,18.9,22
12.6,249.6,54
6.0,35.8,95
20.0,273.3,24
42.8,177.2,22
7.6,33.0,49
33.4,72.2,80
26.6,104.0,29
31.7,85.7,91
41.5,44.3,98
39.4,192.6,51
28.9,98.7,81
20.6,110.0,67
26.2,117.1,91
8.3,62.2,27
20.3,129.8,26
11.8,77.9,26
16.6,69.8,89
11.8,253.2,58
8.2,249.1,25
34.7,265.0,69
43.2,47.6,50
28.1,63.0,50
22.5,76.7,93
6.3,224.0,22
16.0,72.8,67
40.8,113.4,21
39.2,120.0,24
24.8,241.5,89
19.6,21.7,29
18.3,249.9,37
30.3,278.0,95
9.0,31.4,68
34.4,15.9,78
34.9,154.1,84
32.2,29.7,66
31.7,193.3,86
32.6,229.0,84
5.8,189.7,60
15.1,166.4,75
44.9,164.9,20
15.0,243.9,83
15.3,157.0,93
38.9,195.0,22
40.7,199.6,70
44.1,180.4,58
16.6,12.2,59
13.8,191.7,28
21.2,195.9,50
28.8,122.5,55
37.8,88.1,28
24.4,274.0,99
12.8,191.6,97
22.1,99.8,98
23.5,45.9,63
22.1,23.9,27
10.6,22.2,37
24.5,257.1,63
11.7,137.6,50
31.2,165.5,73
42.1,42.7,24
5.8,259.6,65
31.5,119.3,26
9.9,21.5,56
28.1,259.4,69
29.4,143.6,92
24.4,76.4,91
27.9,23.0,39
44.9,58.8,42
19.0,88.7,44
19.8,215.7,58
24.0,25.1,98
34.9,205.4,78
33.1,271.8,62
18.9,17.9,63
16.6,33.3,41
18.6,32.8,22
33.1,15.2,46
10.0,271.2,42
8.1,40.3,43
20.0,200.7,52
16.1,35.2,86
35.2,82.2,97
41.1,26.4,68
5.1,15.9,73
30.3,240.6,60
44.4,155.2,35
25.8,157.1,72
42.5,278.2,99
21.2,92.5,56
44.9,203.8,34
43.3,242.5,81
44.9,282.6,36
40.0,142.7,33
20.1,66.7,70
15.2,33.2,89
42.4,7.9,95
14.6,190.3,57
31.4,54.9,76
36.2,208.4,89
17.9,218.7,51
26.5,174.6,60
5.9,111.4,81
38.8,259.3,97
41.6,54.4,80
27.7,275.9,90
31.1,151.2,33
7.0,244.8,64
31.9,158.9,81
15.9,37.9,27
19.3,46.5,81
6.8,198.8,24
13.4,169.1,94
15.7,249.5,67
39.1,227.2,36
18.5,270.9,52
35.6,118.8,37
12.3,105.5,58
22.8,78.7,94
40.7,269.1,92
5.3,121.0,78
5.8,197.7,71
13.5,89.1,80
17.3,147.4,38
30.7,159.0,55
12.0,194.3,32
30.3,96.4,34
43.5,228.8,36
31.0,95.0,92
42.9,272.1,40
24.9,97.2,66
29.8,86.2,64
34.8,99.1,20
20.5,132.0,92
20.1,285.3,20
13.2,220.0,27
11.9,29.6,87
15.3,190.1,99
10.5,260.9,46
7.9,182.8,91
25.2,201.5,95
26.0,94.1,44
31.4,119.3,59
18.9,105.3,97
11.3,238.3,43
18.8,284.0,66
7.3,188.9,80
7.9,18.8,68
24.1,105.8,76
39.1,171.6,100
11.9,34.7,41
32.2,72.3,82
39.3,240.8,80
5.6,187.0,57
29.9,1.3,30
15.3,61.1,51
26.6,156.6,88
9.7,221.1,29
42.3,158.1,63
24.9,31.6,79
14.8,23.1,65
43.0,42.5,74
39.4,55.1,78
19.7,266.5,35
28.3,188.1,54
12.6,87.3,52
25.2,127.8,38
25.4,185.9,50
7.6,173.5,56
36.8,13.5,67
16.1,0.3,96
43.4,221.7,57
21.7,52.6,35
26.2,237.7,56
20.4,39.5,44
10.1,7.9,53
17.3,177.1,71
17.9,49.1,43
30.9,77.4,61
6.1,187.9,39
32.4,60.0,61
28.0,270.1,34
40.5,140.4,36
31.8,94.6,20
10.8,70.8,71
33.9,10.0,47
42.9,144.0,45
28.9,113.1,84
34.6,155.2,96
10.4,298.2,47
25.6,97.1,41
21.3,282.3,78
9.2,49.1,34
5.6,111.7,85
33.2,266.5,47
25.1,141.7,27
40.2,175.4,36
34.1,123.5,45
41.8,76.7,38
27.9,162.9,94
37.7,101.2,26
38.0,90.1,95
26.5,96.9,31
39.2,284.5,93
25.2,110.8,95
27.8,212.1,25
42.7,259.1,69
14.6,291.1,23
38.9,55.1,56
14.0,150.0,89
7.3,7.9,57
34.8,218.2,53
9.4,52.3,56
13.3,132.2,70
22.9,298.3,25
40.8,269.3,34
27.6,118.7,25
42.5,243.2,78
8.7,162.8,20
31.4,59.7,53
22.5,199.8,97
13.3,94.0,59
35.9,83.6,78
12.4,53.5,94
8.4,99.3,63
33.5,112.8,65
12.1,107.4,32
11.7,143.7,85
19.5,52.8,76
37.6,17.5,55
9.8,137.6,86
22.8,292.1,46
19.2,36.5,68
37.8,51.3,69
30.8,244.9,68
8.5,136.2,94
9.6,157.1,89
26.7,266.0,61
11.7,52.3,56
30.2,35.8,28
26.9,228.4,54
40.7,154.0,68
7.4,239.7,94
17.4,136.2,42
26.3,206.1,26
16.8,37.9,27
27.8,122.3,90
37.8,279.0,46
23.6,202.4,38
12.7,0.1,72
28.3,153.5,83
33.2,114.0,82
27.6,81.7,24
39.8,6.7,87
26.3,147.5,96
22.4,227.6,46
12.4,104.2,47
18.9,142.3,24
38.3,270.3,36
13.0,85.0,75
17.4,237.1,85
40.6,229.7,59
34.0,194.6,53
14.9,5.4,76
8.2,1.9,78
43.0,1.9,65
13.9,5.2,87
12.4,48.2,23
41.8,9.2,25
21.8,150.5,86
34.4,172.3,100
43.5,58.2,29
37.9,178.9,69
34.3,287.6,65
34.3,168.0,81
8.4,56.0,39
36.3,142.2,62
8.5,159.3,30
17.1,129.8,27
23.1,105.1,49
16.5,148.5,46
6.6,198.5,85
40.1,286.8,56
23.4,125.4,78
7.1,59.0,96
24.4,215.1,40
21.3,289.6,46
44.9,121.0,61
12.6,64.1,61
22.5,131.7,49
37.3,66.1,74
12.6,225.2,43
5.2,254.7,32
32.6,170.3,84
5.8,131.6,64
9.2,31.3,78
43.0,59.8,21
18.4,170.4,78
28.5,246.3,70
30.0,82.2,44
27.6,87.1,55
22.9,272.7,24
25.0,268.9,74
35.6,271.7,84
36.4,96.8,65
32.1,141.5,48
39.2,230.9,79
34.5,198.5,44
12.1,127.9,77
14.4,287.6,68
30.5,147.7,72
36.5,97.8,77
6.5,206.0,61
15.8,132.1,32
9.8,130.6,63
44.5,31.1,94
7.9,151.6,65
12.6,58.8,100
40.8,171.3,76
40.0,59.2,77
36.9,6.6,52
15.8,47.3,58
7.5,26.2,76
6.7,256.3,53
29.5,164.6,58
32.9,158.7,61
32.6,181.3,24
25.8,47.1,23
9.8,106.7,44
28.4,85.7,24
18.3,209.7,34
13.1,30.5,96
34.3,141.5,61
39.0,249.3,78
28.4,163.3,63
15.6,208.3,83
38.3,83.5,65
14.8,175.2,78
42.1,245.8,24
35.5,69.9,60
23.3,77.3,42
37.0,232.8,100
18.6,0.2,20
33.6,287.3,20
19.0,299.5,99
40.9,222.3,57
27.4,82.0,72
17.9,113.4,24
7.9,75.1,44
7.1,12.0,76
36.5,51.3,65
14.9,106.2,60
20.7,90.1,72
20.8,28.2,57
31.7,33.7,82
33.5,14.7,35
20.0,250.0,23
12.6,265.5,81
44.3,241.6,68
7.8,129.4,26
25.3,127.7,82
37.9,10.8,41
12.9,40.3,29
44.1,241.8,36
32.6,115.3,60
42.7,203.6,26
11.2,261.7,52
22.4,146.2,21
30.4,298.0,98
17.3,260.2,25
42.6,200.3,47
6.0,209.1,96
37.8,205.8,47
29.5,68.4,25
39.4,29.1,53
42.8,28.4,27
13.7,142.1,84
18.0,114.9,40
18.6,199.6,41
16.3,172.5,77
18.8,10.1,27
30.6,2.2,88
10.2,52.7,48
22.9,21.0,72
23.5,40.0,50
23.0,284.9,88
30.4,266.4,96
10.1,199.5,37
19.7,203.7,29
19.8,289.8,69
25.4,251.3,83
22.5,32.0,34
13.8,211.8,93
41.3,148.6,97
26.8,82.3,99
16.2,219.4,87
14.0,66.4,44
27.1,172.4,37
12.7,10.0,92
33.3,40.4,27
15.6,221.6,99
34.3,181.7,97
29.7,105.3,52
36.7,278.5,78
22.6,291.0,97
21.3,109.2,73
15.3,35.2,66
10.6,280.4,68
23.0,258.7,68
28.8,99.7,20
13.6,263.0,78
44.6,56.0,76
27.6,84.5,31
10.2,84.2,91
19.1,201.9,52
27.4,129.7,52
16.1,53.6,91
11.4,190.9,74
12.8,248.9,34
43.2,263.1,74
44.2,86.6,45
8.1,132.2,26
9.9,280.4,37
5.2,243.1,64
31.0,172.2,73
32.9,71.7,97
43.5,288.7,39
27.3,182.7,82
42.7,202.1,26
5.6,6.1,40
20.3,70.9,48
34.6,123.1,98
37.6,128.2,80
41.6,158.1,94
40.6,29.3,45
15.4,17.2,29
39.7,33.8,97
31.6,144.8,78
15.9,168.2,24
8.5,264.6,81
41.2,265.3,75
26.3,38.8,24
12.7,204.5,27
15.2,135.6,26
34.0,222.4,22
17.5,299.8,53
16.9,178.4,36
6.9,137.2,58
43.0,262.9,39
15.3,244.9,67
18.1,184.0,24
23.9,182.7,26
34.3,260.8,65
26.1,21.5,68
7.5,6.0,79
44.9,191.3,28
20.5,141.2,26
12.7,47.0,54
9.1,1.4,78
25.7,273.1,46
36.3,118.9,97
9.6,66.0,89
34.2,118.4,40
30.8,237.9,45
11.5,269.8,93
13.2,299.8,100
15.3,190.2,27
40.4,263.8,20
7.2,30.1,40
6.4,81.0,34
18.9,88.7,21
26.4,73.6,65
44.9,33.7,57
14.8,218.4,77
6.0,128.1,26
37.6,183.5,97
38.1,241.3,47
27.5,84.1,67
36.8,22.0,60
38.1,78.6,20
38.1,124.1,57
19.2,169.3,82
23.6,57.6,94
7.6,50.4,100
31.5,102.0,43
13.0,148.4,100
44.7,238.1,39
18.7,74.4,37
24.6,77.6,87
32.2,117.2,22
14.2,298.2,60
29.7,180.2,84
42.0,213.3,44
39.8,35.0,96
22.3,283.4,86
10.6,170.8,89
30.3,58.1,60
5.9,163.6,35
11.1,100.6,62
9.4,55.4,55
38.1,73.0,38
33.5,229.9,44
17.3,192.5,31
5.1,248.4,45
43.7,118.3,40
42.4,295.9,94
24.1,277.4,93
18.2,151.0,87
14.6,76.0,70
17.2,132.9,21
42.7,239.1,37
34.2,45.4,35
23.6,160.9,79
23.2,149.3,54
41.3,216.8,56
10.4,269.6,67
17.1,97.6,38
13.6,20.4,49
8.7,141.0,97
29.4,138.6,28
41.5,253.8,47
23.0,286.1,99
25.8,271.1,76
17.2,195.8,24
35.8,106.2,56
18.5,249.0,47
18.1,83.3,44
7.6,226.6,28
7.9,164.8,96
9.5,118.9,21
30.7,169.7,76
32.0,280.3,59
6.1,279.5,92
29.3,101.9,68
10.5,240.9,91
24.0,255.2,62
25.5,172.1,89
24.5,12.0,23
16.4,11.1,71
18.8,273.5,94
40.2,51.9,88
25.1,248.8,63
10.8,54.4,25
15.9,235.0,37
9.0,95.9,70
17.0,145.4,44
15.9,254.6,40
14.3,23.5,28
31.4,251.4,50
19.5,288.5,22
8.1,110.2,60
16.6,10.8,86
24.1,150.5,76
17.2,299.2,96
20.2,151.4,96
17.7,191.5,26
40.6,268.5,68
34.2,267.4,84
18.8,37.8,65
35.9,275.3,28
36.7,209.8,54
31.0,195.8,95
17.7,169.3,80
22.5,159.4,21
40.7,12.2,21
18.7,209.6,46
26.2,219.9,93
24.9,90.0,65
11.2,236.7,46
9.0,293.1,86
11.4,205.2,20
6.2,188.9,96
41.8,208.9,88
10.4,150.4,38
37.9,195.7,53
36.9,41.0,24
30.2,238.6,43
41.9,259.1,65
19.5,276.1,67
14.6,82.1,32
16.4,297.1,64
11.2,212.8,41
15.2,3.9,90
34.2,171.2,31
38.4,57.1,25
22.3,212.0,69
40.2,115.3,69
22.2,71.0,46
17.9,27.3,71
19.4,4.6,32
42.7,140.9,56
8.8,169.0,77
7.4,62.9,22
9.6,249.1,94
20.9,53.3,94
42.1,298.4,94
5.5,143.8,70
16.3,131.5,57
37.5,97.5,90
40.0,137.9,51
19.2,81.8,35
15.5,232.8,66
6.2,278.2,24
44.7,121.9,46
41.0,278.9,72
23.3,74.5,34
8.5,171.8,24
34.3,116.2,100
7.0,87.8,34
29.8,112.6,94
18.5,9.1,32
30.4,180.1,70
38.4,233.4,74
15.5,153.2,46
30.6,67.4,72
41.7,20.9,45
20.9,65.7,83
10.5,150.7,78
40.6,196.9,47
9.6,244.9,31
41.8,42.7,30
39.2,154.9,72
6.5,43.8,50
18.3,0.5,76
11.5,181.0,40
18.3,173.8,32
41.3,216.3,35
27.5,84.0,42
6.3,84.1,41
6.2,190.0,55
41.1,293.3,29
34.0,61.2,69
33.7,63.8,45
25.6,148.3,43
41.3,229.2,99
5.2,250.9,55
34.5,85.3,27
13.9,9.7,26
41.3,270.5,20
14.2,121.5,83
15.0,29.6,57
7.5,283.1,33
24.0,280.0,79
15.5,285.5,23
43.4,64.4,62
8.8,21.8,47
31.1,228.8,28
38.4,135.2,52
37.0,153.4,45
13.1,241.8,75
18.7,241.5,53
24.7,248.6,66
36.9,79.1,45
33.1,183.6,27
42.1,2.6,89
43.8,142.2,29
29.0,215.6,60
7.6,234.7,98
7.9,214.8,46
38.0,98.8,44
42.4,202.5,44
28.7,130.9,45
28.1,99.0,66
44.2,100.7,29
32.4,125.9,23
18.7,31.9,65
32.6,45.8,76
34.1,81.2,47
31.6,242.4,80
7.6,83.2,48
19.1,169.3,24
9.8,96.3,26
8.4,118.0,23
8.7,147.3,38
20.8,135.5,91
32.8,4.2,34
34.6,147.5,88
13.7,68.5,29
33.3,266.2,44
43.8,211.4,24
40.8,103.1,47
39.0,148.6,47
8.8,242.0,36
26.4,98.9,20
31.6,138.8,33
5.4,92.7,76
40.6,98.5,78
22.3,219.8,21
8.4,85.2,31
16.5,171.0,46
19.5,243.6,62
28.1,135.0,79
34.2,213.9,33
22.3,52.7,63
30.3,196.0,39
43.9,184.9,26
6.7,164.3,73
18.9,108.7,39
5.9,13.9,92
26.4,62.2,70
39.1,185.7,61
43.2,163.1,94
28.0,148.2,29
33.4,20.7,64
12.3,59.4,67
44.2,261.3,98
5.2,136.7,41
42.2,5.4,95
18.9,105.0,86
28.5,287.1,84
7.9,43.7,29
38.2,87.3,100
30.7,192.0,29
28.1,145.7,68
39.2,74.2,58
43.3,146.4,27
44.8,221.5,33
21.6,5.7,47
37.8,56.3,96
38.3,108.2,34
37.3,211.3,96
21.6,193.5,76
6.5,264.3,48
31.4,180.4,97
25.4,256.5,81
6.7,219.7,96
33.0,26.0,69
44.2,260.0,29
6.4,284.5,82
25.4,65.5,61
42.0,150.1,31
42.3,265.3,58
34.7,255.9,31
14.7,2.8,27
43.4,209.5,97
9.9,287.3,91
37.8,154.5,55
41.9,246.9,67
5.9,147.4,40
38.0,156.9,77
34.9,171.7,21
18.4,175.5,92
8.4,277.6,20
39.3,55.8,33
10.2,76.6,69
20.2,270.1,47
14.8,186.8,90
36.3,37.6,91
37.6,2.1,81
12.7,246.2,72
31.9,154.6,99
26.7,4.2,84
7.8,213.5,54
31.4,107.2,20
23.5,8.6,84
31.2,166.0,97
24.7,200.8,36
10.8,200.1,72
14.0,219.2,24
8.5,236.5,57
19.1,147.0,63
28.1,138.8,41
10.4,77.3,81
7.5,4.0,93
17.8,148.7,25
27.7,122.9,35
23.7,220.0,91
27.9,41.2,34
44.7,89.8,82
8.7,13.3,79
15.6,251.7,65
5.8,191.9,47
24.0,34.4,64
35.7,159.4,96
7.6,275.1,83
21.1,136.3,35
22.5,35.3,76
38.7,240.6,100
34.0,134.8,25
15.6,132.4,58
41.0,239.9,95
25.0,171.7,35
22.1,1.2,78
8.0,242.3,62
29.6,151.8,33
10.7,38.2,54
37.5,3.5,97
12.6,10.8,40
13.0,196.8,67
27.9,224.8,93
28.3,1.1,90
17.5,54.3,57
14.5,267.5,27
33.5,165.0,64
5.1,55.0,66
13.0,247.1,75
41.5,205.8,35
10.7,147.5,29
35.6,216.5,80
28.6,38.1,98
10.8,248.3,74
12.8,212.3,94
6.8,66.6,30
6.9,132.0,65
40.4,225.0,29
15.9,206.7,99
10.1,30.4,46
41.9,295.9,22
35.3,73.7,93
36.5,99.3,47
40.9,0.8,94
23.9,72.9,39
9.9,98.8,25
10.9,257.7,21
26.0,166.5,48
10.4,182.6,40
44.5,76.6,47
43.7,165.4,35
44.7,229.6,93
30.0,6.2,87
23.5,154.2,85
28.9,176.0,74
37.3,203.3,50
29.9,254.1,68
15.2,203.3,66
11.8,22.9,61
7.7,152.5,34
39.6,8.7,70
10.6,92.1,44
10.7,159.8,82
12.3,37.3,84
24.9,234.2,68
36.0,54.1,39
23.9,136.0,38
19.0,233.6,88
6.2,9.2,41
35.1,295.1,95
23.4,221.7,85
28.4,283.5,87
34.7,88.8,39
32.1,90.8,55
21.9,127.6,55
23.4,176.5,53
41.6,216.4,68
26.4,78.7,97
30.5,205.2,37
16.0,72.4,24
40.0,15.4,90
21.0,21.3,45
39.2,46.6,40
37.6,278.5,86
11.4,276.8,26
22.2,9.2,54
10.6,264.9,92
9.5,75.4,62
19.2,258.8,70
34.9,65.1,46
8.8,8.8,79
20.5,215.6,30
6.3,9.1,26
23.1,151.1,71
32.6,247.9,25
43.2,231.4,96
14.3,214.5,42
27.8,149.0,46
13.4,105.4,58
24.9,105.0,21
18.1,114.8,68
16.7,287.5,97
32.6,89.9,35
33.8,277.5,85
27.7,110.7,24
44.9,35.9,22
13.0,288.4,70
14.9,90.9,36
24.3,269.4,79
22.6,111.7,41
26.9,201.3,48
20.2,98.7,61
30.6,64.5,36
16.2,120.6,98
12.8,43.9,58
14.6,232.3,33
15.2,51.5,56
19.6,290.3,68
21.4,155.5,21
16.9,52.1,84
14.4,225.0,59
6.0,219.1,95
13.9,24.1,50
16.9,202.3,65
41.7,11.7,93
37.1,101.9,52
22.4,31.2,68
7.2,122.9,82
14.0,252.4,48
21.6,281.2,24
36.3,83.9,67
5.7,42.4,40
19.4,131.6,45
33.1,245.8,70
27.2,129.6,40
35.4,186.9,58
33.7,76.4,45
23.3,205.1,73
9.7,156.8,62
12.5,280.6,23
26.1,0.5,81
5.3,17.2,27
8.1,283.9,44
17.6,243.6,97
41.7,175.4,20
17.4,237.0,39
24.1,284.2,32
12.4,202.0,91
15.1,222.0,46
15.0,49.1,88
